"LOCATION","Pays","VAR","Variable","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,9.968,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,10.359,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,10.164,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,10.359,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,10.712,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,10.546,,
"OECD","OCDE - Total","BB-P100-CAB","Abonnements au haut-débit par câble modem pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,10.712,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.285,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.254,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.285,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.44,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.372,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.44,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,0.624,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,0.538,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,0.624,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,0.71,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,0.684,,
"OECD","OCDE - Total","BB-P100-OTH","Abonnements au haut-débit pour les 'autres' technologies pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,0.71,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,6.178,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,5.789,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,6.178,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,7.036,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,6.593,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,7.036,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,7.932,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,7.451,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,7.932,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,8.909,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,8.421,,
"OECD","OCDE - Total","BB-P100-FIB","Abonnements au haut-débit par fibre/LAN pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,8.909,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2016","2016","SUBS","Abonnements","0","Unités",,,392532043,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,385071981,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,392532043,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2017","2017","SUBS","Abonnements","0","Unités",,,406312120,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,397914827,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,406312120,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2018","2018","SUBS","Abonnements","0","Unités",,,418899817,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,411653804,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,418899817,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2019","2019","SUBS","Abonnements","0","Unités",,,431456118,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,424461946,,
"OECD","OCDE - Total","BB-SUBS-TOT","Total des abonnements au haut-débit fixe","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,431456118,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2016","2016","SUBS","Abonnements","0","Unités",,,128856977,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,125060433,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,128856977,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2017","2017","SUBS","Abonnements","0","Unités",,,133827654,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,130670233,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,133827654,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2018","2018","SUBS","Abonnements","0","Unités",,,139875067,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,136459656,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,139875067,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2019","2019","SUBS","Abonnements","0","Unités",,,145395885,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,142392859,,
"OECD","OCDE - Total","BB-SUBS-CAB","Abonnements au haut-débit par câble modem  ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,145395885,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2016","2016","SUBS","Abonnements","0","Unités",,,168776203,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,171314787,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,168776203,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2017","2017","SUBS","Abonnements","0","Unités",,,162862819,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,165519580,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,162862819,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2018","2018","SUBS","Abonnements","0","Unités",,,153488546,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,158278197,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,153488546,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2019","2019","SUBS","Abonnements","0","Unités",,,144486915,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,148714672,,
"OECD","OCDE - Total","BB-SUBS-DSL","Abonnements au haut-débit par DSL  ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,144486915,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2016","2016","SUBS","Abonnements","0","Unités",,,82481325,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,76799043,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,82481325,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2017","2017","SUBS","Abonnements","0","Unités",,,94465527,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,88012775,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,94465527,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2018","2018","SUBS","Abonnements","0","Unités",,,107107612,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,100031536,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,107107612,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2019","2019","SUBS","Abonnements","0","Unités",,,120918490,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,113707596,,
"OECD","OCDE - Total","BB-SUBS-FIB","Abonnements au haut-débit par fibre/LAN  ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,120918490,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2016","2016","SUBS","Abonnements","0","Unités",,,3807738,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,3376093,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,3807738,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2017","2017","SUBS","Abonnements","0","Unités",,,5908654,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,4960258,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,5908654,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2018","2018","SUBS","Abonnements","0","Unités",,,8419845,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,7221145,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,8419845,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2019","2019","SUBS","Abonnements","0","Unités",,,9630480,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,9240790,,
"OECD","OCDE - Total","BB-SUBS-OTH","Abonnements au haut-débit pour les 'autres' technologies ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,9630480,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.155,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.17,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.155,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.158,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.146,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.158,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,0.167,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,0.165,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,0.167,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,0.164,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,0.169,,
"OECD","OCDE - Total","BBW-P100-SAT","Abonnements satellite pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,0.164,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,0.49,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,0.473,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,0.49,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,0.531,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,0.51,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,0.531,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,0.575,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,0.555,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,0.575,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,0.648,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,0.602,,
"OECD","OCDE - Total","BBW-P100-FIXW","Abonnements hertzien fixe terrestre pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,0.648,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,86.332,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,82.845,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,86.332,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,91.426,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,88.514,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,91.426,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,98.138,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,95.181,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,98.138,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,102.676,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,100.137,,
"OECD","OCDE - Total","BBW-P100-STAN","Abonnements haut-débit mobile voix et données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,102.676,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,10.535,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,10.016,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,10.535,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,11.012,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,10.919,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,11.012,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,11.764,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,11.405,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,11.764,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,11.893,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,11.827,,
"OECD","OCDE - Total","BBW-P100-DEDI","Abonnements haut-débit mobile dédié données pour 100 habitants","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,11.893,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016","2016","100HAB","Pour 100 habitants","0","Unités",,,96.866,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016.3","T2-2016","100HAB","Pour 100 habitants","0","Unités",,,92.86,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2016.6","T4-2016","100HAB","Pour 100 habitants","0","Unités",,,96.866,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017","2017","100HAB","Pour 100 habitants","0","Unités",,,102.438,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017.3","T2-2017","100HAB","Pour 100 habitants","0","Unités",,,99.433,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2017.6","T4-2017","100HAB","Pour 100 habitants","0","Unités",,,102.438,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018","2018","100HAB","Pour 100 habitants","0","Unités",,,109.902,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018.3","T2-2018","100HAB","Pour 100 habitants","0","Unités",,,106.586,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2018.6","T4-2018","100HAB","Pour 100 habitants","0","Unités",,,109.902,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019","2019","100HAB","Pour 100 habitants","0","Unités",,,114.569,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019.3","T2-2019","100HAB","Pour 100 habitants","0","Unités",,,111.964,,
"OECD","OCDE - Total","BBW-P100-TOT","Total des abonnements haut-débit mobile pour 100 habitants ","2019.6","T4-2019","100HAB","Pour 100 habitants","0","Unités",,,114.569,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2016","2016","SUBS","Abonnements","0","Unités",,,2063973,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,2250851,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,2063973,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2017","2017","SUBS","Abonnements","0","Unités",,,2115515,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2017.3","T2-2017","SUBS","Abonnements","0","Unités",,,1944650,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2017.6","T4-2017","SUBS","Abonnements","0","Unités",,,2115515,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2018","2018","SUBS","Abonnements","0","Unités",,,2249105,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2018.3","T2-2018","SUBS","Abonnements","0","Unités",,,2209413,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2018.6","T4-2018","SUBS","Abonnements","0","Unités",,,2249105,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2019","2019","SUBS","Abonnements","0","Unités",,,2228820,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2019.3","T2-2019","SUBS","Abonnements","0","Unités",,,2275359,,
"OECD","OCDE - Total","BBW-SUBS-SAT","Abonnements satellite ","2019.6","T4-2019","SUBS","Abonnements","0","Unités",,,2228820,,
"OECD","OCDE - Total","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016","2016","SUBS","Abonnements","0","Unités",,,6545827,,
"OECD","OCDE - Total","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016.3","T2-2016","SUBS","Abonnements","0","Unités",,,6270774,,
"OECD","OCDE - Total","BBW-SUBS-FIXW","Abonnements hertzien fixe terrestre","2016.6","T4-2016","SUBS","Abonnements","0","Unités",,,6545827,,
