"LOCATION","VAR","TIME","Unit Code","PowerCode Code","PowerCode","Value"
"DEU","BB-M2M","2017","",0,"Unités",17600000
"DEU","BB-M2M","2017-Q4","",0,"Unités",17600000
"DEU","BB-M2M","2018","",0,"Unités",23100000
"DEU","BB-M2M","2018-Q4","",0,"Unités",23100000
"DEU","BB-M2M","2019","",0,"Unités",29700000
"DEU","BB-M2M","2019-Q4","",0,"Unités",29700000
"DEU","BB-P100-M2M","2016","",0,"Unités",13.479
"DEU","BB-P100-M2M","2016-Q2","",0,"Unités",0
"DEU","BB-P100-M2M","2016-Q4","",0,"Unités",13.479
"DEU","BB-P100-M2M","2017","",0,"Unités",21.293
"DEU","BB-P100-M2M","2017-Q2","",0,"Unités",0
"DEU","BB-P100-M2M","2017-Q4","",0,"Unités",21.293
"DEU","BB-P100-M2M","2018","",0,"Unités",27.863
"DEU","BB-P100-M2M","2018-Q2","",0,"Unités",0
"DEU","BB-P100-M2M","2018-Q4","",0,"Unités",27.863
"DEU","BB-P100-M2M","2019","",0,"Unités",35.747
"DEU","BB-P100-M2M","2019-Q2","",0,"Unités",0
"DEU","BB-P100-M2M","2019-Q4","",0,"Unités",35.747
"GRC","BB-M2M","2016","",0,"Unités",250768
"GRC","BB-M2M","2016-Q2","",0,"Unités",230924
"GRC","BB-M2M","2016-Q4","",0,"Unités",250768
"GRC","BB-M2M","2017","",0,"Unités",320530
"GRC","BB-M2M","2017-Q2","",0,"Unités",298578
"GRC","BB-M2M","2017-Q4","",0,"Unités",320530
"GRC","BB-M2M","2018","",0,"Unités",373077
"GRC","BB-M2M","2018-Q2","",0,"Unités",353641
"GRC","BB-M2M","2018-Q4","",0,"Unités",373077
"GRC","BB-M2M","2019","",0,"Unités",431795
"GRC","BB-M2M","2019-Q2","",0,"Unités",412913
"GRC","BB-M2M","2019-Q4","",0,"Unités",431795
"GRC","BB-P100-M2M","2016","",0,"Unités",2.327
"GRC","BB-P100-M2M","2016-Q2","",0,"Unités",2.134
"GRC","BB-P100-M2M","2016-Q4","",0,"Unités",2.327
"GRC","BB-P100-M2M","2017","",0,"Unités",2.98
"GRC","BB-P100-M2M","2017-Q2","",0,"Unités",2.771
"GRC","BB-P100-M2M","2017-Q4","",0,"Unités",2.98
"GRC","BB-P100-M2M","2018","",0,"Unités",3.476
"GRC","BB-P100-M2M","2018-Q2","",0,"Unités",3.288
"GRC","BB-P100-M2M","2018-Q4","",0,"Unités",3.476
"GRC","BB-P100-M2M","2019","",0,"Unités",4.031
"GRC","BB-P100-M2M","2019-Q2","",0,"Unités",3.847
"GRC","BB-P100-M2M","2019-Q4","",0,"Unités",4.031
"HUN","BB-M2M","2016","",0,"Unités",856155
"HUN","BB-M2M","2016-Q2","",0,"Unités",801149
"HUN","BB-M2M","2016-Q4","",0,"Unités",856155
"HUN","BB-M2M","2017","",0,"Unités",999520
"HUN","BB-M2M","2017-Q2","",0,"Unités",920996
"HUN","BB-M2M","2017-Q4","",0,"Unités",999520
"HUN","BB-M2M","2018","",0,"Unités",1095558
"HUN","BB-M2M","2018-Q2","",0,"Unités",1062109
"HUN","BB-M2M","2018-Q4","",0,"Unités",1095558
"HUN","BB-M2M","2019","",0,"Unités",1203344
"HUN","BB-M2M","2019-Q2","",0,"Unités",1150259
"HUN","BB-M2M","2019-Q4","",0,"Unités",1203344
"HUN","BB-P100-M2M","2016","",0,"Unités",8.724
"HUN","BB-P100-M2M","2016-Q2","",0,"Unités",8.139
"HUN","BB-P100-M2M","2016-Q4","",0,"Unités",8.724
"HUN","BB-P100-M2M","2017","",0,"Unités",10.212
"HUN","BB-P100-M2M","2017-Q2","",0,"Unités",9.385
"HUN","BB-P100-M2M","2017-Q4","",0,"Unités",10.212
"HUN","BB-P100-M2M","2018","",0,"Unités",11.207
"HUN","BB-P100-M2M","2018-Q2","",0,"Unités",10.851
"HUN","BB-P100-M2M","2018-Q4","",0,"Unités",11.207
"HUN","BB-P100-M2M","2019","",0,"Unités",12.315
"HUN","BB-P100-M2M","2019-Q2","",0,"Unités",11.767
"HUN","BB-P100-M2M","2019-Q4","",0,"Unités",12.315
"ISL","BB-M2M","2016","",0,"Unités",23992
"ISL","BB-M2M","2016-Q2","",0,"Unités",23337
"ISL","BB-M2M","2016-Q4","",0,"Unités",23992
"ISL","BB-M2M","2017","",0,"Unités",32058
"ISL","BB-M2M","2017-Q2","",0,"Unités",26405
"ISL","BB-M2M","2017-Q4","",0,"Unités",32058
"ISL","BB-M2M","2018","",0,"Unités",46650
"ISL","BB-M2M","2018-Q2","",0,"Unités",36534
"ISL","BB-M2M","2018-Q4","",0,"Unités",46650
"ISL","BB-M2M","2019","",0,"Unités",54419
"ISL","BB-M2M","2019-Q2","",0,"Unités",57506
"ISL","BB-M2M","2019-Q4","",0,"Unités",54419
"ISL","BB-P100-M2M","2016","",0,"Unités",7.153
"ISL","BB-P100-M2M","2016-Q2","",0,"Unités",7.055
"ISL","BB-P100-M2M","2016-Q4","",0,"Unités",7.153
"ISL","BB-P100-M2M","2017","",0,"Unités",9.335
"ISL","BB-P100-M2M","2017-Q2","",0,"Unités",7.873
"ISL","BB-P100-M2M","2017-Q4","",0,"Unités",9.335
"ISL","BB-P100-M2M","2018","",0,"Unités",13.227
"ISL","BB-P100-M2M","2018-Q2","",0,"Unités",10.639
"ISL","BB-P100-M2M","2018-Q4","",0,"Unités",13.227
"ISL","BB-P100-M2M","2019","",0,"Unités",15.091
"ISL","BB-P100-M2M","2019-Q2","",0,"Unités",16.305
"ISL","BB-P100-M2M","2019-Q4","",0,"Unités",15.091
"IRL","BB-M2M","2016","",0,"Unités",670389
"IRL","BB-M2M","2016-Q2","",0,"Unités",606683
"IRL","BB-M2M","2016-Q4","",0,"Unités",670389
"IRL","BB-M2M","2017","",0,"Unités",828780
"IRL","BB-M2M","2017-Q2","",0,"Unités",746803
"IRL","BB-M2M","2017-Q4","",0,"Unités",828780
"IRL","BB-M2M","2018","",0,"Unités",1012434
"IRL","BB-M2M","2018-Q2","",0,"Unités",930806
"IRL","BB-M2M","2018-Q4","",0,"Unités",1012434
"IRL","BB-M2M","2019","",0,"Unités",1206513
"IRL","BB-M2M","2019-Q2","",0,"Unités",1112082
"IRL","BB-M2M","2019-Q4","",0,"Unités",1206513
"IRL","BB-P100-M2M","2016","",0,"Unités",14.116
"IRL","BB-P100-M2M","2016-Q2","",0,"Unités",12.92
"IRL","BB-P100-M2M","2016-Q4","",0,"Unités",14.116
"IRL","BB-P100-M2M","2017","",0,"Unités",17.258
"IRL","BB-P100-M2M","2017-Q2","",0,"Unités",15.725
"IRL","BB-P100-M2M","2017-Q4","",0,"Unités",17.258
"IRL","BB-P100-M2M","2018","",0,"Unités",20.829
"IRL","BB-P100-M2M","2018-Q2","",0,"Unités",19.383
"IRL","BB-P100-M2M","2018-Q4","",0,"Unités",20.829
"IRL","BB-P100-M2M","2019","",0,"Unités",24.487
"IRL","BB-P100-M2M","2019-Q2","",0,"Unités",22.879
"IRL","BB-P100-M2M","2019-Q4","",0,"Unités",24.487
"ITA","BB-M2M","2016","",0,"Unités",12227086
"ITA","BB-M2M","2016-Q2","",0,"Unités",10769241
"ITA","BB-M2M","2016-Q4","",0,"Unités",12227086
"ITA","BB-M2M","2017","",0,"Unités",16293879
"ITA","BB-M2M","2017-Q2","",0,"Unités",14370673
"ITA","BB-M2M","2017-Q4","",0,"Unités",16293879
"ITA","BB-M2M","2018","",0,"Unités",21049776
"ITA","BB-M2M","2018-Q2","",0,"Unités",18485964
"ITA","BB-M2M","2018-Q4","",0,"Unités",21049776
"ITA","BB-M2M","2019","",0,"Unités",24254348
"ITA","BB-M2M","2019-Q2","",0,"Unités",22790827
"ITA","BB-M2M","2019-Q4","",0,"Unités",24254348
"ITA","BB-P100-M2M","2016","",0,"Unités",20.168
"ITA","BB-P100-M2M","2016-Q2","",0,"Unités",17.733
"ITA","BB-P100-M2M","2016-Q4","",0,"Unités",20.168
"ITA","BB-P100-M2M","2017","",0,"Unités",26.916
"ITA","BB-P100-M2M","2017-Q2","",0,"Unités",23.703
"ITA","BB-P100-M2M","2017-Q4","",0,"Unités",26.916
"ITA","BB-P100-M2M","2018","",0,"Unités",34.817
"ITA","BB-P100-M2M","2018-Q2","",0,"Unités",30.537
"ITA","BB-P100-M2M","2018-Q4","",0,"Unités",34.817
"ITA","BB-P100-M2M","2019","",0,"Unités",40.173
"ITA","BB-P100-M2M","2019-Q2","",0,"Unités",37.697
"ITA","BB-P100-M2M","2019-Q4","",0,"Unités",40.173
"JPN","BB-M2M","2016","",0,"Unités",15301481
"JPN","BB-M2M","2016-Q2","",0,"Unités",13398973
"JPN","BB-M2M","2016-Q4","",0,"Unités",15301481
"JPN","BB-M2M","2017","",0,"Unités",18011078
"JPN","BB-M2M","2017-Q2","",0,"Unités",16590905
"JPN","BB-M2M","2017-Q4","",0,"Unités",18011078
"JPN","BB-M2M","2018","",0,"Unités",21671796
"JPN","BB-M2M","2018-Q2","",0,"Unités",19736397
"JPN","BB-M2M","2018-Q4","",0,"Unités",21671796
"JPN","BB-M2M","2019","",0,"Unités",27386231
"JPN","BB-M2M","2019-Q2","",0,"Unités",24786130
"JPN","BB-M2M","2019-Q4","",0,"Unités",27386231
"JPN","BB-P100-M2M","2016","",0,"Unités",12.055
"JPN","BB-P100-M2M","2016-Q2","",0,"Unités",10.541
"JPN","BB-P100-M2M","2016-Q4","",0,"Unités",12.055
"JPN","BB-P100-M2M","2017","",0,"Unités",14.215
"JPN","BB-P100-M2M","2017-Q2","",0,"Unités",13.071
"JPN","BB-P100-M2M","2017-Q4","",0,"Unités",14.215
"JPN","BB-P100-M2M","2018","",0,"Unités",17.14
"JPN","BB-P100-M2M","2018-Q2","",0,"Unités",15.577
"JPN","BB-P100-M2M","2018-Q4","",0,"Unités",17.14
"JPN","BB-P100-M2M","2019","",0,"Unités",21.711
"JPN","BB-P100-M2M","2019-Q2","",0,"Unités",19.603
"JPN","BB-P100-M2M","2019-Q4","",0,"Unités",21.711
"KOR","BB-M2M","2016","",0,"Unités",4838864
"KOR","BB-M2M","2016-Q2","",0,"Unités",4265070
"KOR","BB-M2M","2016-Q4","",0,"Unités",4838864
"KOR","BB-M2M","2017","",0,"Unités",5853153
"KOR","BB-M2M","2017-Q2","",0,"Unités",5401255
"KOR","BB-M2M","2017-Q4","",0,"Unités",5853153
"KOR","BB-M2M","2018","",0,"Unités",7845800
"KOR","BB-M2M","2018-Q2","",0,"Unités",6734052
"KOR","BB-M2M","2018-Q4","",0,"Unités",7845800
"KOR","BB-M2M","2019","",0,"Unités",9636095
"KOR","BB-M2M","2019-Q2","",0,"Unités",8226882
"KOR","BB-M2M","2019-Q4","",0,"Unités",9636095
"KOR","BB-P100-M2M","2016","",0,"Unités",9.448
"KOR","BB-P100-M2M","2016-Q2","",0,"Unités",8.36
"KOR","BB-P100-M2M","2016-Q4","",0,"Unités",9.448
"KOR","BB-P100-M2M","2017","",0,"Unités",11.396
"KOR","BB-P100-M2M","2017-Q2","",0,"Unités",10.546
"KOR","BB-P100-M2M","2017-Q4","",0,"Unités",11.396
"KOR","BB-P100-M2M","2018","",0,"Unités",15.203
"KOR","BB-P100-M2M","2018-Q2","",0,"Unités",13.111
"KOR","BB-P100-M2M","2018-Q4","",0,"Unités",15.203
"KOR","BB-P100-M2M","2019","",0,"Unités",18.59
"KOR","BB-P100-M2M","2019-Q2","",0,"Unités",15.941
"KOR","BB-P100-M2M","2019-Q4","",0,"Unités",18.59
"LUX","BB-M2M","2016","",0,"Unités",89400
"LUX","BB-M2M","2016-Q2","",0,"Unités",60000
"LUX","BB-M2M","2016-Q4","",0,"Unités",89400
"LUX","BB-M2M","2017","",0,"Unités",91900
"LUX","BB-M2M","2017-Q2","",0,"Unités",1e+05
"LUX","BB-M2M","2017-Q4","",0,"Unités",91900
"LUX","BB-M2M","2018","",0,"Unités",102400
"LUX","BB-M2M","2018-Q2","",0,"Unités",99200
"LUX","BB-M2M","2018-Q4","",0,"Unités",102400
"LUX","BB-M2M","2019","",0,"Unités",84900
"LUX","BB-M2M","2019-Q2","",0,"Unités",84100
"LUX","BB-M2M","2019-Q4","",0,"Unités",84900
"LUX","BB-P100-M2M","2016","",0,"Unités",15.306
"LUX","BB-P100-M2M","2016-Q2","",0,"Unités",10.537
"LUX","BB-P100-M2M","2016-Q4","",0,"Unités",15.306
"LUX","BB-P100-M2M","2017","",0,"Unités",15.394
"LUX","BB-P100-M2M","2017-Q2","",0,"Unités",17.12
"LUX","BB-P100-M2M","2017-Q4","",0,"Unités",15.394
"LUX","BB-P100-M2M","2018","",0,"Unités",16.82
"LUX","BB-P100-M2M","2018-Q2","",0,"Unités",16.616
"LUX","BB-P100-M2M","2018-Q4","",0,"Unités",16.82
"LUX","BB-P100-M2M","2019","",0,"Unités",13.66
"LUX","BB-P100-M2M","2019-Q2","",0,"Unités",13.814
"LUX","BB-P100-M2M","2019-Q4","",0,"Unités",13.66
"MEX","BB-M2M","2016","",0,"Unités",1802978
"MEX","BB-M2M","2016-Q2","",0,"Unités",1790696
"MEX","BB-M2M","2016-Q4","",0,"Unités",1802978
"MEX","BB-M2M","2017","",0,"Unités",2029855
"MEX","BB-M2M","2017-Q2","",0,"Unités",1931558
"MEX","BB-M2M","2017-Q4","",0,"Unités",2029855
"MEX","BB-M2M","2018","",0,"Unités",2350249
"MEX","BB-M2M","2018-Q2","",0,"Unités",2119713
"MEX","BB-M2M","2018-Q4","",0,"Unités",2350249
"MEX","BB-M2M","2019","",0,"Unités",2574203
"MEX","BB-M2M","2019-Q2","",0,"Unités",2479008
"MEX","BB-M2M","2019-Q4","",0,"Unités",2574203
"MEX","BB-P100-M2M","2016","",0,"Unités",1.476
"MEX","BB-P100-M2M","2016-Q2","",0,"Unités",1.482
"MEX","BB-P100-M2M","2016-Q4","",0,"Unités",1.476
"MEX","BB-P100-M2M","2017","",0,"Unités",1.645
"MEX","BB-P100-M2M","2017-Q2","",0,"Unités",1.582
"MEX","BB-P100-M2M","2017-Q4","",0,"Unités",1.645
"MEX","BB-P100-M2M","2018","",0,"Unités",1.887
"MEX","BB-P100-M2M","2018-Q2","",0,"Unités",1.718
"MEX","BB-P100-M2M","2018-Q4","",0,"Unités",1.887
"MEX","BB-P100-M2M","2019","",0,"Unités",2.047
"MEX","BB-P100-M2M","2019-Q2","",0,"Unités",1.99
"MEX","BB-P100-M2M","2019-Q4","",0,"Unités",2.047
"NLD","BB-M2M","2016","",0,"Unités",3945000
"NLD","BB-M2M","2016-Q2","",0,"Unités",3382000
"NLD","BB-M2M","2016-Q4","",0,"Unités",3945000
"NLD","BB-M2M","2017","",0,"Unités",4091000
"NLD","BB-M2M","2017-Q2","",0,"Unités",3600000
"NLD","BB-M2M","2017-Q4","",0,"Unités",4091000
"NLD","BB-M2M","2018","",0,"Unités",5456000
"NLD","BB-M2M","2018-Q2","",0,"Unités",4759000
"NLD","BB-M2M","2018-Q4","",0,"Unités",5456000
"NLD","BB-M2M","2019","",0,"Unités",7066784
"NLD","BB-M2M","2019-Q2","",0,"Unités",6080000
"NLD","BB-M2M","2019-Q4","",0,"Unités",7066784
"NLD","BB-P100-M2M","2016","",0,"Unités",23.165
"NLD","BB-P100-M2M","2016-Q2","",0,"Unités",19.965
"NLD","BB-P100-M2M","2016-Q4","",0,"Unités",23.165
"NLD","BB-P100-M2M","2017","",0,"Unités",23.881
"NLD","BB-P100-M2M","2017-Q2","",0,"Unités",21.139
"NLD","BB-P100-M2M","2017-Q4","",0,"Unités",23.881
"NLD","BB-P100-M2M","2018","",0,"Unités",31.662
"NLD","BB-P100-M2M","2018-Q2","",0,"Unités",27.78
"NLD","BB-P100-M2M","2018-Q4","",0,"Unités",31.662
"NLD","BB-P100-M2M","2019","",0,"Unités",40.742
"NLD","BB-P100-M2M","2019-Q2","",0,"Unités",35.283
"NLD","BB-P100-M2M","2019-Q4","",0,"Unités",40.742
"NZL","BB-M2M","2016","",0,"Unités",1391071
"NZL","BB-M2M","2016-Q2","",0,"Unités",1342788
"NZL","BB-M2M","2016-Q4","",0,"Unités",1391071
"NZL","BB-M2M","2017","",0,"Unités",1583301
"NZL","BB-M2M","2017-Q2","",0,"Unités",1404974
"NZL","BB-M2M","2017-Q4","",0,"Unités",1583301
"NZL","BB-M2M","2018","",0,"Unités",1706450
"NZL","BB-M2M","2018-Q2","",0,"Unités",1635301
"NZL","BB-M2M","2018-Q4","",0,"Unités",1706450
"NZL","BB-M2M","2019","",0,"Unités",1817687
"NZL","BB-M2M","2019-Q2","",0,"Unités",1721404
"NZL","BB-M2M","2019-Q4","",0,"Unités",1817687
"NZL","BB-P100-M2M","2016","",0,"Unités",29.578
"NZL","BB-P100-M2M","2016-Q2","",0,"Unités",29.12
"NZL","BB-P100-M2M","2016-Q4","",0,"Unités",29.578
"NZL","BB-P100-M2M","2017","",0,"Unités",33.078
"NZL","BB-P100-M2M","2017-Q2","",0,"Unités",29.873
"NZL","BB-P100-M2M","2017-Q4","",0,"Unités",33.078
"NZL","BB-P100-M2M","2018","",0,"Unités",35.094
"NZL","BB-P100-M2M","2018-Q2","",0,"Unités",34.164
"NZL","BB-P100-M2M","2018-Q4","",0,"Unités",35.094
"NZL","BB-P100-M2M","2019","",0,"Unités",36.818
"NZL","BB-P100-M2M","2019-Q2","",0,"Unités",35.402
"NZL","BB-P100-M2M","2019-Q4","",0,"Unités",36.818
"NOR","BB-M2M","2016","",0,"Unités",1238513
"NOR","BB-M2M","2016-Q2","",0,"Unités",1095441
"NOR","BB-M2M","2016-Q4","",0,"Unités",1238513
"NOR","BB-M2M","2017","",0,"Unités",1568806
"NOR","BB-M2M","2017-Q2","",0,"Unités",1442015
"NOR","BB-M2M","2017-Q4","",0,"Unités",1568806
"NOR","BB-M2M","2018","",0,"Unités",1740416
"NOR","BB-M2M","2018-Q2","",0,"Unités",1701646
"NOR","BB-M2M","2018-Q4","",0,"Unités",1740416
"NOR","BB-M2M","2019","",0,"Unités",1964646
"NOR","BB-M2M","2019-Q2","",0,"Unités",1859480
"NOR","BB-M2M","2019-Q4","",0,"Unités",1964646
"NOR","BB-P100-M2M","2016","",0,"Unités",23.654
"NOR","BB-P100-M2M","2016-Q2","",0,"Unités",21.107
"NOR","BB-P100-M2M","2016-Q4","",0,"Unités",23.654
"NOR","BB-P100-M2M","2017","",0,"Unités",29.729
"NOR","BB-P100-M2M","2017-Q2","",0,"Unités",27.54
"NOR","BB-P100-M2M","2017-Q4","",0,"Unités",29.729
"NOR","BB-P100-M2M","2018","",0,"Unités",32.764
"NOR","BB-P100-M2M","2018-Q2","",0,"Unités",32.246
"NOR","BB-P100-M2M","2018-Q4","",0,"Unités",32.764
"NOR","BB-P100-M2M","2019","",0,"Unités",36.736
"NOR","BB-P100-M2M","2019-Q2","",0,"Unités",35.005
"NOR","BB-P100-M2M","2019-Q4","",0,"Unités",36.736
"POL","BB-M2M","2016","",0,"Unités",2458753
"POL","BB-M2M","2016-Q2","",0,"Unités",2228772
"POL","BB-M2M","2016-Q4","",0,"Unités",2458753
"POL","BB-M2M","2017","",0,"Unités",2802479
"POL","BB-M2M","2017-Q2","",0,"Unités",2458753
"POL","BB-M2M","2017-Q4","",0,"Unités",2802479
"POL","BB-M2M","2018","",0,"Unités",3294559
"POL","BB-M2M","2018-Q2","",0,"Unités",2802479
"POL","BB-M2M","2018-Q4","",0,"Unités",3294559
"POL","BB-M2M","2019","",0,"Unités",3822548
"POL","BB-M2M","2019-Q4","",0,"Unités",3822548
"POL","BB-P100-M2M","2016","",0,"Unités",6.399
"POL","BB-P100-M2M","2016-Q2","",0,"Unités",5.796
"POL","BB-P100-M2M","2016-Q4","",0,"Unités",6.399
"POL","BB-P100-M2M","2017","",0,"Unités",7.294
"POL","BB-P100-M2M","2017-Q2","",0,"Unités",6.399
"POL","BB-P100-M2M","2017-Q4","",0,"Unités",7.294
"POL","BB-P100-M2M","2018","",0,"Unités",8.577
"POL","BB-P100-M2M","2018-Q2","",0,"Unités",7.294
"POL","BB-P100-M2M","2018-Q4","",0,"Unités",8.577
"POL","BB-P100-M2M","2019","",0,"Unités",9.957
"POL","BB-P100-M2M","2019-Q2","",0,"Unités",0
"POL","BB-P100-M2M","2019-Q4","",0,"Unités",9.957
"PRT","BB-M2M","2016","",0,"Unités",758680
"PRT","BB-M2M","2016-Q2","",0,"Unités",714751
"PRT","BB-M2M","2016-Q4","",0,"Unités",758680
"PRT","BB-M2M","2017","",0,"Unités",848594
"PRT","BB-M2M","2017-Q2","",0,"Unités",814146
"PRT","BB-M2M","2017-Q4","",0,"Unités",848594
"PRT","BB-M2M","2018","",0,"Unités",1095684
"PRT","BB-M2M","2018-Q2","",0,"Unités",1053890
"PRT","BB-M2M","2018-Q4","",0,"Unités",1095684
"PRT","BB-M2M","2019","",0,"Unités",1194353
"PRT","BB-M2M","2019-Q2","",0,"Unités",1163376
"PRT","BB-M2M","2019-Q4","",0,"Unités",1194353
"PRT","BB-P100-M2M","2016","",0,"Unités",7.348
"PRT","BB-P100-M2M","2016-Q2","",0,"Unités",6.9
"PRT","BB-P100-M2M","2016-Q4","",0,"Unités",7.348
"PRT","BB-P100-M2M","2017","",0,"Unités",8.239
"PRT","BB-P100-M2M","2017-Q2","",0,"Unités",7.885
"PRT","BB-P100-M2M","2017-Q4","",0,"Unités",8.239
"PRT","BB-P100-M2M","2018","",0,"Unités",10.654
"PRT","BB-P100-M2M","2018-Q2","",0,"Unités",10.232
"PRT","BB-P100-M2M","2018-Q4","",0,"Unités",10.654
"PRT","BB-P100-M2M","2019","",0,"Unités",11.623
"PRT","BB-P100-M2M","2019-Q2","",0,"Unités",11.313
"PRT","BB-P100-M2M","2019-Q4","",0,"Unités",11.623
"SVK","BB-M2M","2016","",0,"Unités",591504
"SVK","BB-M2M","2016-Q2","",0,"Unités",554770
"SVK","BB-M2M","2016-Q4","",0,"Unités",591504
"SVK","BB-M2M","2017","",0,"Unités",648363
"SVK","BB-M2M","2017-Q2","",0,"Unités",620402
"SVK","BB-M2M","2017-Q4","",0,"Unités",648363
"SVK","BB-M2M","2018","",0,"Unités",797755
"SVK","BB-M2M","2018-Q2","",0,"Unités",716860
"SVK","BB-M2M","2018-Q4","",0,"Unités",797755
"SVK","BB-M2M","2019","",0,"Unités",984964
"SVK","BB-M2M","2019-Q2","",0,"Unités",896398
"SVK","BB-M2M","2019-Q4","",0,"Unités",984964
"SVK","BB-P100-M2M","2016","",0,"Unités",10.892
"SVK","BB-P100-M2M","2016-Q2","",0,"Unités",10.231
"SVK","BB-P100-M2M","2016-Q4","",0,"Unités",10.892
"SVK","BB-P100-M2M","2017","",0,"Unités",11.922
"SVK","BB-P100-M2M","2017-Q2","",0,"Unités",11.424
"SVK","BB-P100-M2M","2017-Q4","",0,"Unités",11.922
"SVK","BB-P100-M2M","2018","",0,"Unités",14.648
"SVK","BB-P100-M2M","2018-Q2","",0,"Unités",13.181
"SVK","BB-P100-M2M","2018-Q4","",0,"Unités",14.648
"SVK","BB-P100-M2M","2019","",0,"Unités",18.062
"SVK","BB-P100-M2M","2019-Q2","",0,"Unités",16.46
"SVK","BB-P100-M2M","2019-Q4","",0,"Unités",18.062
"ESP","BB-M2M","2016","",0,"Unités",4357087
"ESP","BB-M2M","2016-Q2","",0,"Unités",4003883
"ESP","BB-M2M","2016-Q4","",0,"Unités",4357087
"ESP","BB-M2M","2017","",0,"Unités",4940491
"ESP","BB-M2M","2017-Q2","",0,"Unités",4649429
"ESP","BB-M2M","2017-Q4","",0,"Unités",4940491
"ESP","BB-M2M","2018","",0,"Unités",5877366
"ESP","BB-M2M","2018-Q2","",0,"Unités",5432695
"ESP","BB-M2M","2018-Q4","",0,"Unités",5877366
"ESP","BB-M2M","2019","",0,"Unités",6747718
"ESP","BB-M2M","2019-Q2","",0,"Unités",6355814
"ESP","BB-M2M","2019-Q4","",0,"Unités",6747718
"ESP","BB-P100-M2M","2016","",0,"Unités",9.38
"ESP","BB-P100-M2M","2016-Q2","",0,"Unités",8.627
"ESP","BB-P100-M2M","2016-Q4","",0,"Unités",9.38
"ESP","BB-P100-M2M","2017","",0,"Unités",10.617
"ESP","BB-P100-M2M","2017-Q2","",0,"Unités",10.01
"ESP","BB-P100-M2M","2017-Q4","",0,"Unités",10.617
"ESP","BB-P100-M2M","2018","",0,"Unités",12.578
"ESP","BB-P100-M2M","2018-Q2","",0,"Unités",11.675
"ESP","BB-P100-M2M","2018-Q4","",0,"Unités",12.578
"ESP","BB-P100-M2M","2019","",0,"Unités",14.326
"ESP","BB-P100-M2M","2019-Q2","",0,"Unités",13.601
"ESP","BB-P100-M2M","2019-Q4","",0,"Unités",14.326
"SWE","BB-M2M","2016","",0,"Unités",8654610
"SWE","BB-M2M","2016-Q2","",0,"Unités",7570000
"SWE","BB-M2M","2016-Q4","",0,"Unités",8654610
"SWE","BB-M2M","2017","",0,"Unités",11441106
"SWE","BB-M2M","2017-Q2","",0,"Unités",10071135
"SWE","BB-M2M","2017-Q4","",0,"Unités",11441106
"SWE","BB-M2M","2018","",0,"Unités",12856437
"SWE","BB-M2M","2018-Q2","",0,"Unités",12580516
"SWE","BB-M2M","2018-Q4","",0,"Unités",12856437
"SWE","BB-M2M","2019","",0,"Unités",15005468
"SWE","BB-M2M","2019-Q2","",0,"Unités",14306776
"SWE","BB-M2M","2019-Q4","",0,"Unités",15005468
"SWE","BB-P100-M2M","2016","",0,"Unités",87.217
"SWE","BB-P100-M2M","2016-Q2","",0,"Unités",77.251
"SWE","BB-P100-M2M","2016-Q4","",0,"Unités",87.217
"SWE","BB-P100-M2M","2017","",0,"Unités",113.755
"SWE","BB-P100-M2M","2017-Q2","",0,"Unités",101.492
"SWE","BB-P100-M2M","2017-Q4","",0,"Unités",113.755
"SWE","BB-P100-M2M","2018","",0,"Unités",126.351
"SWE","BB-P100-M2M","2018-Q2","",0,"Unités",125.083
"SWE","BB-P100-M2M","2018-Q4","",0,"Unités",126.351
"SWE","BB-P100-M2M","2019","",0,"Unités",145.983
"SWE","BB-P100-M2M","2019-Q2","",0,"Unités",140.604
"SWE","BB-P100-M2M","2019-Q4","",0,"Unités",145.983
"CHE","BB-M2M","2016","",0,"Unités",453981
"CHE","BB-M2M","2016-Q2","",0,"Unités",397341
"CHE","BB-M2M","2016-Q4","",0,"Unités",453981
"CHE","BB-M2M","2017","",0,"Unités",633693
"CHE","BB-M2M","2017-Q2","",0,"Unités",543837
"CHE","BB-M2M","2017-Q4","",0,"Unités",633693
"CHE","BB-M2M","2018","",0,"Unités",1059928
"CHE","BB-M2M","2018-Q2","",0,"Unités",846811
"CHE","BB-M2M","2018-Q4","",0,"Unités",1059928
"CHE","BB-M2M","2019","",0,"Unités",1252500
"CHE","BB-M2M","2019-Q2","",0,"Unités",1156200
"CHE","BB-M2M","2019-Q4","",0,"Unités",1252500
"CHE","BB-P100-M2M","2016","",0,"Unités",5.422
"CHE","BB-P100-M2M","2016-Q2","",0,"Unités",4.797
"CHE","BB-P100-M2M","2016-Q4","",0,"Unités",5.422
"CHE","BB-P100-M2M","2017","",0,"Unités",7.498
"CHE","BB-P100-M2M","2017-Q2","",0,"Unités",6.495
"CHE","BB-P100-M2M","2017-Q4","",0,"Unités",7.498
"CHE","BB-P100-M2M","2018","",0,"Unités",12.449
"CHE","BB-P100-M2M","2018-Q2","",0,"Unités",10.019
"CHE","BB-P100-M2M","2018-Q4","",0,"Unités",12.449
"CHE","BB-P100-M2M","2019","",0,"Unités",14.6
"CHE","BB-P100-M2M","2019-Q2","",0,"Unités",13.58
"CHE","BB-P100-M2M","2019-Q4","",0,"Unités",14.6
"TUR","BB-M2M","2016","",0,"Unités",3959664
"TUR","BB-M2M","2016-Q2","",0,"Unités",3685895
